tool,nl_prompt,cli_command_demo,simulated_output,safety_note
john_the_ripper,Set rules to 'Single' but avoid execution.,john --rules=Single --stdout | head -n 5,Generated sample candidates (redacted).,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Clean up temp files from previous demo.,john --list=build-info,Build info listed (demo).,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Show John the Ripper version and build info.,john --version,John demo version 2.0.2. Build info redacted.,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Run a self-test benchmark only.,john --test,Benchmark self-test complete (no real hashes).,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,List available formats without cracking.,john --list=formats,Available formats listed (sanitized).,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Explain how to use a wordlist (no run).,john --wordlist=/lab/demo_103.out --show=types,Wordlist usage explained; no cracking performed.,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Demonstrate incremental mode configuration (safe).,john --list=incremental,Incremental mode parameters displayed.,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Print help and usage summary.,john --help,Help summary printed (usage only).,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Show session restore points (none expected).,john --list=ses,No sessions to restore (demo).,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Generate a sample hash file path /lab/demo_107.out (placeholder).,echo 'user:hash' > /lab/demo_107.out  # placeholder,Sample hash placeholder written to /lab/demo_107.out.,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Set rules to 'Single' but avoid execution.,john --rules=Single --stdout | head -n 5,Generated sample candidates (redacted).,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Clean up temp files from previous demo.,john --list=build-info,Build info listed (demo).,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Show John the Ripper version and build info.,john --version,John demo version 3.0.5. Build info redacted.,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Run a self-test benchmark only.,john --test,Benchmark self-test complete (no real hashes).,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,List available formats without cracking.,john --list=formats,Available formats listed (sanitized).,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Explain how to use a wordlist (no run).,john --wordlist=/lab/demo_113.out --show=types,Wordlist usage explained; no cracking performed.,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Demonstrate incremental mode configuration (safe).,john --list=incremental,Incremental mode parameters displayed.,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Print help and usage summary.,john --help,Help summary printed (usage only).,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Show session restore points (none expected).,john --list=ses,No sessions to restore (demo).,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Generate a sample hash file path /lab/demo_117.out (placeholder).,echo 'user:hash' > /lab/demo_117.out  # placeholder,Sample hash placeholder written to /lab/demo_117.out.,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Set rules to 'Single' but avoid execution.,john --rules=Single --stdout | head -n 5,Generated sample candidates (redacted).,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Clean up temp files from previous demo.,john --list=build-info,Build info listed (demo).,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Show John the Ripper version and build info.,john --version,John demo version 1.0.1. Build info redacted.,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Run a self-test benchmark only.,john --test,Benchmark self-test complete (no real hashes).,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,List available formats without cracking.,john --list=formats,Available formats listed (sanitized).,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Explain how to use a wordlist (no run).,john --wordlist=/lab/demo_123.out --show=types,Wordlist usage explained; no cracking performed.,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Demonstrate incremental mode configuration (safe).,john --list=incremental,Incremental mode parameters displayed.,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Print help and usage summary.,john --help,Help summary printed (usage only).,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Show session restore points (none expected).,john --list=ses,No sessions to restore (demo).,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Generate a sample hash file path /lab/demo_127.out (placeholder).,echo 'user:hash' > /lab/demo_127.out  # placeholder,Sample hash placeholder written to /lab/demo_127.out.,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Set rules to 'Single' but avoid execution.,john --rules=Single --stdout | head -n 5,Generated sample candidates (redacted).,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Clean up temp files from previous demo.,john --list=build-info,Build info listed (demo).,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Show John the Ripper version and build info.,john --version,John demo version 2.0.4. Build info redacted.,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Run a self-test benchmark only.,john --test,Benchmark self-test complete (no real hashes).,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,List available formats without cracking.,john --list=formats,Available formats listed (sanitized).,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Explain how to use a wordlist (no run).,john --wordlist=/lab/demo_133.out --show=types,Wordlist usage explained; no cracking performed.,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Demonstrate incremental mode configuration (safe).,john --list=incremental,Incremental mode parameters displayed.,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Print help and usage summary.,john --help,Help summary printed (usage only).,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Show session restore points (none expected).,john --list=ses,No sessions to restore (demo).,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Generate a sample hash file path /lab/demo_137.out (placeholder).,echo 'user:hash' > /lab/demo_137.out  # placeholder,Sample hash placeholder written to /lab/demo_137.out.,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Set rules to 'Single' but avoid execution.,john --rules=Single --stdout | head -n 5,Generated sample candidates (redacted).,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Clean up temp files from previous demo.,john --list=build-info,Build info listed (demo).,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Show John the Ripper version and build info.,john --version,John demo version 3.0.0. Build info redacted.,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Run a self-test benchmark only.,john --test,Benchmark self-test complete (no real hashes).,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,List available formats without cracking.,john --list=formats,Available formats listed (sanitized).,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Explain how to use a wordlist (no run).,john --wordlist=/lab/demo_143.out --show=types,Wordlist usage explained; no cracking performed.,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Demonstrate incremental mode configuration (safe).,john --list=incremental,Incremental mode parameters displayed.,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Print help and usage summary.,john --help,Help summary printed (usage only).,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Show session restore points (none expected).,john --list=ses,No sessions to restore (demo).,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Generate a sample hash file path /lab/demo_147.out (placeholder).,echo 'user:hash' > /lab/demo_147.out  # placeholder,Sample hash placeholder written to /lab/demo_147.out.,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Set rules to 'Single' but avoid execution.,john --rules=Single --stdout | head -n 5,Generated sample candidates (redacted).,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Clean up temp files from previous demo.,john --list=build-info,Build info listed (demo).,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Show John the Ripper version and build info.,john --version,John demo version 1.0.3. Build info redacted.,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Run a self-test benchmark only.,john --test,Benchmark self-test complete (no real hashes).,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,List available formats without cracking.,john --list=formats,Available formats listed (sanitized).,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Explain how to use a wordlist (no run).,john --wordlist=/lab/demo_153.out --show=types,Wordlist usage explained; no cracking performed.,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Demonstrate incremental mode configuration (safe).,john --list=incremental,Incremental mode parameters displayed.,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Print help and usage summary.,john --help,Help summary printed (usage only).,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Show session restore points (none expected).,john --list=ses,No sessions to restore (demo).,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Generate a sample hash file path /lab/demo_157.out (placeholder).,echo 'user:hash' > /lab/demo_157.out  # placeholder,Sample hash placeholder written to /lab/demo_157.out.,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Set rules to 'Single' but avoid execution.,john --rules=Single --stdout | head -n 5,Generated sample candidates (redacted).,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Clean up temp files from previous demo.,john --list=build-info,Build info listed (demo).,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Show John the Ripper version and build info.,john --version,John demo version 2.0.6. Build info redacted.,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Run a self-test benchmark only.,john --test,Benchmark self-test complete (no real hashes).,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,List available formats without cracking.,john --list=formats,Available formats listed (sanitized).,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Explain how to use a wordlist (no run).,john --wordlist=/lab/demo_163.out --show=types,Wordlist usage explained; no cracking performed.,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Demonstrate incremental mode configuration (safe).,john --list=incremental,Incremental mode parameters displayed.,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Print help and usage summary.,john --help,Help summary printed (usage only).,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Show session restore points (none expected).,john --list=ses,No sessions to restore (demo).,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Generate a sample hash file path /lab/demo_167.out (placeholder).,echo 'user:hash' > /lab/demo_167.out  # placeholder,Sample hash placeholder written to /lab/demo_167.out.,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Set rules to 'Single' but avoid execution.,john --rules=Single --stdout | head -n 5,Generated sample candidates (redacted).,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Clean up temp files from previous demo.,john --list=build-info,Build info listed (demo).,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Show John the Ripper version and build info.,john --version,John demo version 3.0.2. Build info redacted.,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Run a self-test benchmark only.,john --test,Benchmark self-test complete (no real hashes).,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,List available formats without cracking.,john --list=formats,Available formats listed (sanitized).,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Explain how to use a wordlist (no run).,john --wordlist=/lab/demo_173.out --show=types,Wordlist usage explained; no cracking performed.,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Demonstrate incremental mode configuration (safe).,john --list=incremental,Incremental mode parameters displayed.,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Print help and usage summary.,john --help,Help summary printed (usage only).,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Show session restore points (none expected).,john --list=ses,No sessions to restore (demo).,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Generate a sample hash file path /lab/demo_177.out (placeholder).,echo 'user:hash' > /lab/demo_177.out  # placeholder,Sample hash placeholder written to /lab/demo_177.out.,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Set rules to 'Single' but avoid execution.,john --rules=Single --stdout | head -n 5,Generated sample candidates (redacted).,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Clean up temp files from previous demo.,john --list=build-info,Build info listed (demo).,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Show John the Ripper version and build info.,john --version,John demo version 1.0.5. Build info redacted.,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Run a self-test benchmark only.,john --test,Benchmark self-test complete (no real hashes).,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,List available formats without cracking.,john --list=formats,Available formats listed (sanitized).,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Explain how to use a wordlist (no run).,john --wordlist=/lab/demo_183.out --show=types,Wordlist usage explained; no cracking performed.,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Demonstrate incremental mode configuration (safe).,john --list=incremental,Incremental mode parameters displayed.,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Print help and usage summary.,john --help,Help summary printed (usage only).,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Show session restore points (none expected).,john --list=ses,No sessions to restore (demo).,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Generate a sample hash file path /lab/demo_187.out (placeholder).,echo 'user:hash' > /lab/demo_187.out  # placeholder,Sample hash placeholder written to /lab/demo_187.out.,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Set rules to 'Single' but avoid execution.,john --rules=Single --stdout | head -n 5,Generated sample candidates (redacted).,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Clean up temp files from previous demo.,john --list=build-info,Build info listed (demo).,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Show John the Ripper version and build info.,john --version,John demo version 2.0.1. Build info redacted.,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Run a self-test benchmark only.,john --test,Benchmark self-test complete (no real hashes).,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,List available formats without cracking.,john --list=formats,Available formats listed (sanitized).,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Explain how to use a wordlist (no run).,john --wordlist=/lab/demo_193.out --show=types,Wordlist usage explained; no cracking performed.,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Demonstrate incremental mode configuration (safe).,john --list=incremental,Incremental mode parameters displayed.,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Print help and usage summary.,john --help,Help summary printed (usage only).,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Show session restore points (none expected).,john --list=ses,No sessions to restore (demo).,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Generate a sample hash file path /lab/demo_197.out (placeholder).,echo 'user:hash' > /lab/demo_197.out  # placeholder,Sample hash placeholder written to /lab/demo_197.out.,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Set rules to 'Single' but avoid execution.,john --rules=Single --stdout | head -n 5,Generated sample candidates (redacted).,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Clean up temp files from previous demo.,john --list=build-info,Build info listed (demo).,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Show John the Ripper version and build info.,john --version,John demo version 3.0.4. Build info redacted.,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Run a self-test benchmark only.,john --test,Benchmark self-test complete (no real hashes).,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,List available formats without cracking.,john --list=formats,Available formats listed (sanitized).,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Explain how to use a wordlist (no run).,john --wordlist=/lab/demo_203.out --show=types,Wordlist usage explained; no cracking performed.,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Demonstrate incremental mode configuration (safe).,john --list=incremental,Incremental mode parameters displayed.,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Print help and usage summary.,john --help,Help summary printed (usage only).,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Show session restore points (none expected).,john --list=ses,No sessions to restore (demo).,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Generate a sample hash file path /lab/demo_207.out (placeholder).,echo 'user:hash' > /lab/demo_207.out  # placeholder,Sample hash placeholder written to /lab/demo_207.out.,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Set rules to 'Single' but avoid execution.,john --rules=Single --stdout | head -n 5,Generated sample candidates (redacted).,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Clean up temp files from previous demo.,john --list=build-info,Build info listed (demo).,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Show John the Ripper version and build info.,john --version,John demo version 1.0.0. Build info redacted.,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Run a self-test benchmark only.,john --test,Benchmark self-test complete (no real hashes).,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,List available formats without cracking.,john --list=formats,Available formats listed (sanitized).,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Explain how to use a wordlist (no run).,john --wordlist=/lab/demo_213.out --show=types,Wordlist usage explained; no cracking performed.,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Demonstrate incremental mode configuration (safe).,john --list=incremental,Incremental mode parameters displayed.,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Print help and usage summary.,john --help,Help summary printed (usage only).,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Show session restore points (none expected).,john --list=ses,No sessions to restore (demo).,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Generate a sample hash file path /lab/demo_217.out (placeholder).,echo 'user:hash' > /lab/demo_217.out  # placeholder,Sample hash placeholder written to /lab/demo_217.out.,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Set rules to 'Single' but avoid execution.,john --rules=Single --stdout | head -n 5,Generated sample candidates (redacted).,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Clean up temp files from previous demo.,john --list=build-info,Build info listed (demo).,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Show John the Ripper version and build info.,john --version,John demo version 2.0.3. Build info redacted.,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Run a self-test benchmark only.,john --test,Benchmark self-test complete (no real hashes).,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,List available formats without cracking.,john --list=formats,Available formats listed (sanitized).,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Explain how to use a wordlist (no run).,john --wordlist=/lab/demo_223.out --show=types,Wordlist usage explained; no cracking performed.,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Demonstrate incremental mode configuration (safe).,john --list=incremental,Incremental mode parameters displayed.,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Print help and usage summary.,john --help,Help summary printed (usage only).,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Show session restore points (none expected).,john --list=ses,No sessions to restore (demo).,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Generate a sample hash file path /lab/demo_227.out (placeholder).,echo 'user:hash' > /lab/demo_227.out  # placeholder,Sample hash placeholder written to /lab/demo_227.out.,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Set rules to 'Single' but avoid execution.,john --rules=Single --stdout | head -n 5,Generated sample candidates (redacted).,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Clean up temp files from previous demo.,john --list=build-info,Build info listed (demo).,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Show John the Ripper version and build info.,john --version,John demo version 3.0.6. Build info redacted.,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Run a self-test benchmark only.,john --test,Benchmark self-test complete (no real hashes).,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,List available formats without cracking.,john --list=formats,Available formats listed (sanitized).,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Explain how to use a wordlist (no run).,john --wordlist=/lab/demo_233.out --show=types,Wordlist usage explained; no cracking performed.,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Demonstrate incremental mode configuration (safe).,john --list=incremental,Incremental mode parameters displayed.,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Print help and usage summary.,john --help,Help summary printed (usage only).,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Show session restore points (none expected).,john --list=ses,No sessions to restore (demo).,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Generate a sample hash file path /lab/demo_237.out (placeholder).,echo 'user:hash' > /lab/demo_237.out  # placeholder,Sample hash placeholder written to /lab/demo_237.out.,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Set rules to 'Single' but avoid execution.,john --rules=Single --stdout | head -n 5,Generated sample candidates (redacted).,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Clean up temp files from previous demo.,john --list=build-info,Build info listed (demo).,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Show John the Ripper version and build info.,john --version,John demo version 1.0.2. Build info redacted.,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Run a self-test benchmark only.,john --test,Benchmark self-test complete (no real hashes).,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,List available formats without cracking.,john --list=formats,Available formats listed (sanitized).,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Explain how to use a wordlist (no run).,john --wordlist=/lab/demo_243.out --show=types,Wordlist usage explained; no cracking performed.,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Demonstrate incremental mode configuration (safe).,john --list=incremental,Incremental mode parameters displayed.,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Print help and usage summary.,john --help,Help summary printed (usage only).,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Show session restore points (none expected).,john --list=ses,No sessions to restore (demo).,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Generate a sample hash file path /lab/demo_247.out (placeholder).,echo 'user:hash' > /lab/demo_247.out  # placeholder,Sample hash placeholder written to /lab/demo_247.out.,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Set rules to 'Single' but avoid execution.,john --rules=Single --stdout | head -n 5,Generated sample candidates (redacted).,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Clean up temp files from previous demo.,john --list=build-info,Build info listed (demo).,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Show John the Ripper version and build info.,john --version,John demo version 2.0.5. Build info redacted.,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Run a self-test benchmark only.,john --test,Benchmark self-test complete (no real hashes).,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,List available formats without cracking.,john --list=formats,Available formats listed (sanitized).,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Explain how to use a wordlist (no run).,john --wordlist=/lab/demo_253.out --show=types,Wordlist usage explained; no cracking performed.,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Demonstrate incremental mode configuration (safe).,john --list=incremental,Incremental mode parameters displayed.,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Print help and usage summary.,john --help,Help summary printed (usage only).,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Show session restore points (none expected).,john --list=ses,No sessions to restore (demo).,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Generate a sample hash file path /lab/demo_257.out (placeholder).,echo 'user:hash' > /lab/demo_257.out  # placeholder,Sample hash placeholder written to /lab/demo_257.out.,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Set rules to 'Single' but avoid execution.,john --rules=Single --stdout | head -n 5,Generated sample candidates (redacted).,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Clean up temp files from previous demo.,john --list=build-info,Build info listed (demo).,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Show John the Ripper version and build info.,john --version,John demo version 3.0.1. Build info redacted.,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Run a self-test benchmark only.,john --test,Benchmark self-test complete (no real hashes).,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,List available formats without cracking.,john --list=formats,Available formats listed (sanitized).,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Explain how to use a wordlist (no run).,john --wordlist=/lab/demo_263.out --show=types,Wordlist usage explained; no cracking performed.,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Demonstrate incremental mode configuration (safe).,john --list=incremental,Incremental mode parameters displayed.,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Print help and usage summary.,john --help,Help summary printed (usage only).,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Show session restore points (none expected).,john --list=ses,No sessions to restore (demo).,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Generate a sample hash file path /lab/demo_267.out (placeholder).,echo 'user:hash' > /lab/demo_267.out  # placeholder,Sample hash placeholder written to /lab/demo_267.out.,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Set rules to 'Single' but avoid execution.,john --rules=Single --stdout | head -n 5,Generated sample candidates (redacted).,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Clean up temp files from previous demo.,john --list=build-info,Build info listed (demo).,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Show John the Ripper version and build info.,john --version,John demo version 1.0.4. Build info redacted.,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Run a self-test benchmark only.,john --test,Benchmark self-test complete (no real hashes).,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,List available formats without cracking.,john --list=formats,Available formats listed (sanitized).,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Explain how to use a wordlist (no run).,john --wordlist=/lab/demo_273.out --show=types,Wordlist usage explained; no cracking performed.,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Demonstrate incremental mode configuration (safe).,john --list=incremental,Incremental mode parameters displayed.,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Print help and usage summary.,john --help,Help summary printed (usage only).,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Show session restore points (none expected).,john --list=ses,No sessions to restore (demo).,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Generate a sample hash file path /lab/demo_277.out (placeholder).,echo 'user:hash' > /lab/demo_277.out  # placeholder,Sample hash placeholder written to /lab/demo_277.out.,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Set rules to 'Single' but avoid execution.,john --rules=Single --stdout | head -n 5,Generated sample candidates (redacted).,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Clean up temp files from previous demo.,john --list=build-info,Build info listed (demo).,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Show John the Ripper version and build info.,john --version,John demo version 2.0.0. Build info redacted.,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Run a self-test benchmark only.,john --test,Benchmark self-test complete (no real hashes).,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,List available formats without cracking.,john --list=formats,Available formats listed (sanitized).,Demo-only. Authorized environments/labs only. No unauthorized use.
